label,CCD,Nitro A,Nitro B,Nitro C,Total Nitro,YNO A,YNO B,YNO C,YNO Total,SUMo I,SUNO II,SUNO III,Sumo Total,Amino acid number,Number of negative amino acids,Number of positive amino acids,Molecular weight,Theoretical pI,Number of carbon atoms,Number of hydrogen atoms,Number of nitrogen atoms,Number of oxygen atoms,Number of sulphur atoms,Instability Index,Aliphatic_index,Gravy,Composition of A,Composition of R,Composition of N,Composition of D,Composition of C,Composition of Q,Composition of E,Composition of G,Composition of H,Composition of I,Composition of L,Composition of K,Composition of M,Composition of F,Composition of P,Composition of S,Composition of T,Composition of W,Composition of Y,Composition of V
1,20,1,0,0,1,2,4,0,6,0,2,0,2,732,151,110,84659.7,4.94,3728,5944,986,1201,27,41.94,79.37,-0.75,0.046448087,0.009562842,0.073770492,0.132513661,0.034153005,0.043715847,0.016393443,0.068306011,0.109289617,0.084699454,0.027322404,0.042349727,0.028688525,0.034153005,0.040983607,0.057377049,0.058743169,0.051912568,0.005464481,0.034153005
1,30,0,0,0,0,1,1,2,4,2,0,0,2,642,100,79,69657.2,4.99,3056,4905,839,994,11,32.09,81.32,-0.438,0.093457944,0.004672897,0.076323988,0.079439252,0.043613707,0.07788162,0.007788162,0.062305296,0.082554517,0.074766355,0.012461059,0.049844237,0.043613707,0.035825545,0.040498442,0.063862928,0.070093458,0.063862928,0.001557632,0.015576324
1,44,1,2,0,3,2,2,1,5,5,1,0,6,840,137,110,94330.9,5.1,4139,6600,1110,1323,39,44.82,74.86,-0.581,0.072619048,0.017857143,0.05952381,0.103571429,0.036904762,0.044047619,0.00952381,0.042857143,0.096428571,0.073809524,0.028571429,0.046428571,0.051190476,0.051190476,0.03452381,0.073809524,0.048809524,0.076190476,0.004761905,0.027380952
1,24,2,0,0,2,2,3,1,6,2,0,0,2,668,114,93,73561.2,5.11,3240,5226,882,1036,14,31.13,85.09,-0.467,0.077844311,0.00748503,0.070359281,0.100299401,0.03742515,0.083832335,0.008982036,0.065868263,0.098802395,0.073353293,0.013473054,0.041916168,0.031437126,0.03742515,0.040419162,0.046407186,0.061377246,0.079341317,0.002994012,0.020958084
1,18,0,0,0,0,3,5,0,8,2,0,0,2,724,147,107,83264.2,4.96,3675,5850,974,1174,25,42.15,81.33,-0.678,0.052486188,0.008287293,0.070441989,0.132596685,0.035911602,0.046961326,0.017955801,0.066298343,0.10359116,0.085635359,0.026243094,0.038674033,0.031767956,0.029005525,0.044198895,0.066298343,0.046961326,0.05801105,0.005524862,0.033149171
1,33,2,0,0,2,0,2,3,5,0,0,0,0,646,95,82,70898,5.37,3111,4998,860,994,17,36.89,81.52,-0.456,0.077399381,0.00619195,0.07120743,0.075851393,0.037151703,0.082043344,0.010835913,0.068111455,0.083591331,0.068111455,0.020123839,0.052631579,0.03869969,0.040247678,0.043343653,0.054179567,0.072755418,0.07120743,0.003095975,0.023219814
1,35,1,1,0,2,2,3,1,6,3,0,0,3,858,138,112,96864.9,5.27,4264,6769,1159,1334,39,43.56,76.68,-0.572,0.068764569,0.018648019,0.059440559,0.101398601,0.044289044,0.045454545,0.016317016,0.045454545,0.093240093,0.074592075,0.026806527,0.061771562,0.052447552,0.046620047,0.037296037,0.057109557,0.044289044,0.079254079,0.004662005,0.022144522
1,16,0,2,0,2,0,2,0,2,1,0,0,1,509,65,54,54794.4,5.41,2396,3888,666,758,20,42.39,96.01,-0.074,0.094302554,0.023575639,0.058939096,0.068762279,0.035363458,0.076620825,0.015717092,0.064833006,0.060903733,0.100196464,0.015717092,0.047151277,0.031434185,0.033398821,0.04518664,0.086444008,0.047151277,0.076620825,0,0.017681729
1,15,0,0,0,0,0,0,0,0,1,0,0,1,147,14,16,15892,8.41,700,1106,200,211,6,65.1,66.19,-0.477,0.040816327,0.027210884,0.034013605,0.06122449,0.027210884,0.081632653,0.040816327,0.040816327,0.047619048,0.047619048,0.013605442,0.013605442,0.136054422,0.027210884,0.06122449,0.102040816,0.074829932,0.095238095,0.006802721,0.020408163
1,99,0,0,0,0,0,1,1,2,0,0,0,0,495,60,46,53533.2,5.73,2210,3540,732,809,7,47.74,46.12,-1.136,0.064646465,0.008080808,0.032323232,0.088888889,0.012121212,0.117171717,0.036363636,0.022222222,0.022222222,0.04040404,0.006060606,0.022222222,0.028282828,0.141414141,0.070707071,0.096969697,0.119191919,0.052525253,0.008080808,0.01010101
1,24,2,0,0,2,2,3,1,6,1,0,0,1,669,114,92,73629.3,5.08,3242,5226,884,1037,14,31.56,85.55,-0.463,0.077727952,0.007473842,0.070254111,0.100149477,0.037369208,0.085201794,0.00896861,0.067264574,0.09715994,0.073243647,0.013452915,0.044843049,0.031390135,0.037369208,0.040358744,0.046337818,0.058295964,0.07922272,0.002989537,0.020926756
1,22,1,1,0,2,0,1,0,1,1,0,0,1,573,80,76,60955.4,5.91,2673,4463,739,835,20,30.59,101.61,-0.085,0.104712042,0.005235602,0.066317627,0.073298429,0.015706806,0.097731239,0.006980803,0.073298429,0.094240838,0.089005236,0.029668412,0.036649215,0.031413613,0.027923211,0.038394415,0.043630017,0.055846422,0.095986038,0.001745201,0.012216405
1,6,0,1,0,1,3,0,2,5,0,0,0,0,397,63,61,44868.1,6.65,1948,3123,569,597,25,31.57,71.89,-0.729,0.032745592,0.032745592,0.065491184,0.093198992,0.032745592,0.108312343,0.0302267,0.062972292,0.090680101,0.068010076,0.0302267,0.035264484,0.04534005,0.057934509,0.062972292,0.0302267,0.032745592,0.060453401,0,0.027707809
1,19,1,1,0,2,0,1,0,1,1,0,0,1,573,80,75,61054.6,5.7,2679,4468,736,837,21,30.19,100.73,-0.076,0.09947644,0.005235602,0.064572426,0.07504363,0.017452007,0.097731239,0.005235602,0.07504363,0.092495637,0.083769634,0.031413613,0.034904014,0.033158813,0.029668412,0.038394415,0.043630017,0.059336824,0.09947644,0.001745201,0.012216405
1,58,0,0,0,0,0,0,1,1,0,0,0,0,481,61,42,53576.4,4.8,2328,3651,667,759,14,55.78,70.44,-0.685,0.047817048,0.006237006,0.047817048,0.079002079,0.041580042,0.058212058,0.008316008,0.024948025,0.03950104,0.076923077,0.022869023,0.081081081,0.074844075,0.093555094,0.047817048,0.101871102,0.033264033,0.089397089,0.012474012,0.012474012
1,17,2,0,0,2,1,1,3,5,0,1,0,1,641,91,84,70549.1,5.91,3099,4991,863,971,21,33.35,84.48,-0.387,0.088923557,0.010920437,0.068642746,0.073322933,0.035881435,0.076443058,0.014040562,0.067082683,0.081123245,0.07800312,0.021840874,0.048361934,0.035881435,0.035881435,0.049921997,0.051482059,0.068642746,0.065522621,0.003120125,0.024960998
1,39,1,1,0,2,0,0,1,1,0,0,0,0,468,57,34,51962.8,4.82,2250,3535,635,738,21,55.29,74.08,-0.523,0.047008547,0.010683761,0.047008547,0.074786325,0.040598291,0.05982906,0.021367521,0.027777778,0.038461538,0.08974359,0.034188034,0.068376068,0.051282051,0.094017094,0.034188034,0.115384615,0.040598291,0.081196581,0.010683761,0.012820513
1,22,2,0,0,2,2,2,3,7,0,0,0,0,633,94,84,69641.6,5.5,3048,4917,853,976,16,35.73,82.27,-0.486,0.075829384,0.007898894,0.071090047,0.077409163,0.033175355,0.085308057,0.009478673,0.072669826,0.082148499,0.069510269,0.017377567,0.048973144,0.034755134,0.042654028,0.050552923,0.052132701,0.074249605,0.066350711,0.003159558,0.025276461
1,24,0,2,0,2,0,2,2,4,2,1,0,3,617,93,78,68356.7,5.22,3008,4817,821,944,24,35.96,83.45,-0.367,0.081037277,0.009724473,0.072933549,0.077795786,0.042139384,0.072933549,0.009724473,0.069692058,0.082658023,0.068071313,0.02917342,0.050243112,0.032414911,0.040518639,0.04376013,0.051863857,0.063209076,0.074554295,0.006482982,0.021069692
1,39,0,0,0,0,0,0,1,1,1,0,0,1,485,70,47,54524.4,4.87,2346,3688,672,782,22,60.02,60.89,-0.872,0.035051546,0.004123711,0.078350515,0.065979381,0.041237113,0.053608247,0.020618557,0.028865979,0.051546392,0.084536082,0.041237113,0.065979381,0.074226804,0.082474227,0.045360825,0.103092784,0.059793814,0.045360825,0.008247423,0.010309278
1,29,1,1,0,2,1,1,2,4,2,3,0,5,646,97,83,70914.5,5.3,3118,5022,858,984,20,35.14,85.6,-0.377,0.088235294,0.010835913,0.066563467,0.083591331,0.035603715,0.077399381,0.009287926,0.06501548,0.085139319,0.074303406,0.020123839,0.051083591,0.037151703,0.03869969,0.043343653,0.049535604,0.060371517,0.077399381,0.004643963,0.021671827
1,5,0,0,0,0,2,2,0,4,2,0,0,2,381,83,57,44348.9,4.79,1958,3097,499,642,14,37.41,73.65,-0.83,0.036745407,0.007874016,0.065616798,0.152230971,0.031496063,0.041994751,0.010498688,0.065616798,0.12335958,0.070866142,0.028871391,0.036745407,0.020997375,0.036745407,0.026246719,0.06824147,0.065616798,0.057742782,0.01312336,0.039370079
1,45,0,1,0,1,1,1,1,3,2,1,0,3,682,91,84,72990.5,5.63,3183,5192,896,1031,15,37.42,85.12,-0.306,0.095307918,0.005865103,0.057184751,0.076246334,0.03372434,0.090909091,0.005865103,0.063049853,0.073313783,0.076246334,0.016129032,0.04398827,0.038123167,0.03372434,0.049853372,0.076246334,0.074780059,0.073313783,0.001466276,0.014662757
1,19,0,0,0,0,0,0,1,1,1,0,0,1,563,64,52,60989.1,5.46,2693,4357,749,812,24,42.94,101.3,0.043,0.095914742,0.01598579,0.047957371,0.065719361,0.031971581,0.074600355,0.017761989,0.06749556,0.040852575,0.092362345,0.026642984,0.051509769,0.051509769,0.042628774,0.051509769,0.051509769,0.053285968,0.101243339,0.005328597,0.014209591
1,46,0,1,0,1,1,1,1,3,2,0,0,2,682,91,84,73074.9,5.51,3175,5204,892,1031,22,37.09,84.81,-0.295,0.092375367,0.007331378,0.055718475,0.07771261,0.032258065,0.08797654,0.002932551,0.063049853,0.07771261,0.071847507,0.024926686,0.049853372,0.036656891,0.036656891,0.045454545,0.076246334,0.068914956,0.079178886,0.001466276,0.011730205
1,2,0,0,0,0,0,0,0,0,0,0,0,0,137,20,16,15773.7,5.57,702,1096,202,211,1,39.3,94.01,-0.525,0.087591241,0,0.04379562,0.102189781,0.04379562,0.058394161,0.02919708,0.072992701,0.03649635,0.102189781,0.00729927,0.094890511,0.03649635,0.04379562,0.080291971,0.03649635,0.01459854,0.058394161,0,0.051094891
1,48,0,0,0,0,1,1,0,2,1,0,0,1,1585,195,172,180780.6,5.9,8129,13030,2140,2342,80,44.51,106.38,-0.036,0.063722397,0.015772871,0.049842271,0.07318612,0.039116719,0.039116719,0.020820189,0.070031546,0.060567823,0.14511041,0.034700315,0.032807571,0.037223975,0.05488959,0.047949527,0.069400631,0.05362776,0.055520505,0.016403785,0.020189274
1,36,0,1,0,1,0,0,0,0,4,0,0,4,525,66,45,57223.4,5.09,2515,3985,679,807,18,55.13,80.61,-0.392,0.062857143,0.00952381,0.07047619,0.055238095,0.03047619,0.045714286,0.026666667,0.034285714,0.04952381,0.112380952,0.024761905,0.03047619,0.093333333,0.045714286,0.036190476,0.12952381,0.059047619,0.059047619,0.005714286,0.019047619
1,30,0,0,0,0,1,2,0,3,0,0,0,0,418,73,56,47711.8,5.07,2105,3346,562,673,13,34.61,79.78,-0.634,0.055023923,0.004784689,0.074162679,0.100478469,0.035885167,0.04784689,0.016746411,0.057416268,0.090909091,0.09569378,0.026315789,0.043062201,0.033492823,0.038277512,0.043062201,0.066985646,0.078947368,0.050239234,0.009569378,0.031100478
1,30,1,0,0,1,1,3,4,8,1,0,0,1,642,93,80,70159.9,5.54,3061,4899,871,978,19,41.41,79.66,-0.471,0.093457944,0.010903427,0.074766355,0.070093458,0.034267913,0.085669782,0.017133956,0.059190031,0.07165109,0.074766355,0.018691589,0.049844237,0.03894081,0.03894081,0.052959502,0.054517134,0.063862928,0.062305296,0.003115265,0.024922118
1,51,0,0,0,0,0,0,0,0,3,0,0,3,535,87,56,60224.5,4.81,2643,4223,715,866,11,55.07,88.67,-0.547,0.042990654,0.003738318,0.071028037,0.091588785,0.029906542,0.031775701,0.020560748,0.059813084,0.069158879,0.100934579,0.01682243,0.052336449,0.054205607,0.061682243,0.035514019,0.112149533,0.044859813,0.074766355,0.005607477,0.020560748
1,66,0,0,0,0,0,0,1,1,0,0,0,0,677,78,60,75419.9,5.67,3251,5091,967,1074,16,56.7,66.37,-0.915,0.036927622,0,0.05465288,0.0605613,0.028064993,0.073855244,0.032496307,0.044313146,0.048744461,0.081240768,0.023633678,0.096011817,0.064992614,0.090103397,0.039881832,0.106351551,0.039881832,0.047267356,0.008862629,0.022156573
1,49,0,2,0,2,0,1,1,2,3,0,0,3,1641,182,167,181249.4,6.44,8064,13025,2241,2334,79,45.72,106.6,0.066,0.099939062,0.027422303,0.043266301,0.067641682,0.030469226,0.048141377,0.032906764,0.030469226,0.037172456,0.163315052,0.020719074,0.017062767,0.053625838,0.043875686,0.064594759,0.073735527,0.047531993,0.072516758,0.007921999,0.017672151
1,12,0,1,0,1,0,2,0,2,0,2,0,2,343,78,44,39364.8,4.57,1731,2719,445,582,9,42.26,73.06,-0.836,0.04664723,0.005830904,0.078717201,0.148688047,0.037900875,0.052478134,0.017492711,0.069970845,0.10787172,0.072886297,0.020408163,0.037900875,0.026239067,0.043731778,0.020408163,0.058309038,0.072886297,0.043731778,0.011661808,0.026239067
