label,CCD,Nitro A,Nitro B,Nitro C,Total Nitro,YNO A,YNO B,YNO C,YNO Total,SUMo I,SUNO II,SUNO III,Sumo Total,Amino acid number,Number of negative amino acids,Number of positive amino acids,Molecular weight,Theoretical pI,Number of carbon atoms,Number of hydrogen atoms,Number of nitrogen atoms,Number of oxygen atoms,Number of sulphur atoms,Instability Index,Aliphatic_index,Gravy,Composition of A,Composition of R,Composition of N,Composition of D,Composition of C,Composition of Q,Composition of E,Composition of G,Composition of H,Composition of I,Composition of L,Composition of K,Composition of M,Composition of F,Composition of P,Composition of S,Composition of T,Composition of W,Composition of Y,Composition of V
1,30,0,0,0,0,0,0,1,1,0,0,0,0,297,29,33,32555.3,9.27,1409,2245,421,451,8,59.45,71.18,-0.572,0.057239057,0,0.047138047,0.050505051,0.033670034,0.067340067,0.026936027,0.04040404,0.043771044,0.067340067,0.026936027,0.074074074,0.063973064,0.037037037,0.067340067,0.131313131,0.057239057,0.080808081,0.006734007,0.02020202
1,7,0,0,0,0,0,1,0,1,1,0,0,1,275,33,35,31456.3,8.24,1398,2143,389,421,10,38.72,62.33,-0.791,0.021818182,0.014545455,0.065454545,0.054545455,0.036363636,0.076363636,0.025454545,0.04,0.069090909,0.076363636,0.021818182,0.061818182,0.072727273,0.029090909,0.058181818,0.08,0.076363636,0.050909091,0.029090909,0.04
1,2,0,1,0,1,0,1,0,1,0,0,0,0,125,12,11,12822.8,5.33,530,856,156,171,21,58.38,62.64,0.028,0.104,0.152,0.048,0.048,0.024,0.128,0,0.024,0.032,0.104,0.016,0.016,0.088,0.032,0.056,0.072,0.032,0.008,0,0.016
1,6,0,0,0,0,0,1,0,1,0,0,0,0,168,17,17,17922.5,6.29,753,1218,224,240,21,43.26,68.1,-0.134,0.101190476,0.101190476,0.029761905,0.071428571,0.035714286,0.101190476,0,0.011904762,0.023809524,0.119047619,0.023809524,0.023809524,0.05952381,0.053571429,0.077380952,0.077380952,0.047619048,0.023809524,0,0.017857143
1,15,0,0,0,0,0,0,0,0,1,0,0,1,278,37,26,31610.6,5.22,1417,2165,373,427,11,40.64,74.68,-0.432,0.053956835,0.007194245,0.053956835,0.079136691,0.050359712,0.068345324,0.028776978,0.043165468,0.057553957,0.086330935,0.032374101,0.043165468,0.04676259,0.050359712,0.035971223,0.071942446,0.068345324,0.064748201,0.025179856,0.032374101
1,18,0,0,0,0,1,2,0,3,1,0,0,1,475,57,57,52177.9,7.15,2315,3694,638,688,22,45.43,89.73,-0.183,0.077894737,0.021052632,0.050526316,0.069473684,0.037894737,0.08,0.023157895,0.056842105,0.065263158,0.103157895,0.025263158,0.04,0.054736842,0.021052632,0.054736842,0.082105263,0.035789474,0.067368421,0.006315789,0.027368421
1,21,0,0,0,0,0,0,1,1,0,0,0,0,396,38,41,43520.4,8.51,1936,3033,549,571,12,32.28,85.73,-0.246,0.090909091,0.01010101,0.045454545,0.050505051,0.032828283,0.095959596,0.027777778,0.063131313,0.037878788,0.080808081,0.02020202,0.045454545,0.053030303,0.042929293,0.065656566,0.063131313,0.047979798,0.070707071,0.007575758,0.047979798
1,15,1,1,0,2,0,1,0,1,0,0,0,0,561,74,69,64314.2,6.4,2875,4459,783,847,24,37.73,77.79,-0.492,0.037433155,0.019607843,0.060606061,0.071301248,0.051693405,0.060606061,0.03030303,0.048128342,0.067736185,0.092691622,0.023172906,0.048128342,0.057040998,0.039215686,0.055258467,0.069518717,0.053475936,0.065953654,0.01426025,0.033868093
1,10,0,2,0,2,1,0,0,1,0,0,0,0,500,40,39,54845.8,6.76,2541,3991,627,674,23,38.15,116.26,0.558,0.094,0.008,0.044,0.036,0.058,0.086,0.018,0.096,0.04,0.12,0.038,0.022,0.046,0.028,0.038,0.052,0.05,0.078,0.014,0.034
1,12,0,0,0,0,0,1,1,2,1,0,0,1,582,44,54,65271.2,9.13,3007,4681,745,825,25,29.04,98.08,0.263,0.051546392,0.008591065,0.032646048,0.042955326,0.072164948,0.068728522,0.015463918,0.06185567,0.051546392,0.109965636,0.034364261,0.037800687,0.041237113,0.02233677,0.041237113,0.072164948,0.094501718,0.089347079,0.013745704,0.037800687
1,21,0,1,0,1,0,0,0,0,0,1,0,1,309,26,19,29984.8,4.87,1276,1903,375,454,7,37.63,38.61,-0.465,0.080906149,0.003236246,0.045307443,0.038834951,0.055016181,0.294498382,0.006472492,0.019417476,0.029126214,0.03236246,0.019417476,0.042071197,0.009708738,0.03236246,0.03236246,0.122977346,0.045307443,0.035598706,0,0.055016181
1,12,1,0,0,1,0,0,1,1,0,0,0,0,136,12,14,14128.6,8.68,604,951,179,201,6,57.81,58.09,-0.33,0.058823529,0.014705882,0.036764706,0.051470588,0.058823529,0.183823529,0,0.029411765,0.036764706,0.066176471,0.029411765,0.044117647,0.014705882,0.029411765,0.066176471,0.147058824,0.051470588,0.051470588,0.007352941,0.022058824
1,32,0,0,0,0,0,0,0,0,1,0,0,1,425,25,39,47085.8,9.43,2126,3357,575,588,22,51.76,99.39,0.194,0.087058824,0.025882353,0.028235294,0.030588235,0.035294118,0.054117647,0.023529412,0.044705882,0.028235294,0.138823529,0.025882353,0.025882353,0.054117647,0.030588235,0.063529412,0.101176471,0.08,0.065882353,0.030588235,0.025882353
1,5,0,0,0,0,0,0,0,0,0,0,0,0,165,7,9,16683.7,8.62,760,1220,190,209,10,30.84,117.15,0.957,0.151515152,0.012121212,0.024242424,0.018181818,0.048484848,0.145454545,0.006060606,0.090909091,0.03030303,0.103030303,0.048484848,0.018181818,0.03030303,0.018181818,0.024242424,0.078787879,0.024242424,0.090909091,0,0.036363636
1,6,1,0,0,1,0,0,0,0,0,0,0,0,419,63,53,47795.7,5.74,2113,3347,585,632,23,52.76,88.85,-0.399,0.045346062,0.038186158,0.057279236,0.093078759,0.023866348,0.057279236,0.028639618,0.066825776,0.054892601,0.105011933,0.016706444,0.031026253,0.064439141,0.026252983,0.071599045,0.066825776,0.042959427,0.059665871,0.011933174,0.038186158
1,45,1,0,0,1,1,1,0,2,1,0,0,1,1207,144,135,135449.3,6.32,5990,9586,1630,1822,58,39.25,92.63,-0.229,0.05965203,0.013256007,0.062137531,0.057166529,0.026512013,0.052195526,0.02071251,0.064623032,0.064623032,0.105219553,0.034797017,0.048053024,0.034797017,0.038111019,0.047224524,0.089478045,0.066280033,0.070422535,0.016570008,0.028169014
1,41,0,0,0,0,1,0,0,1,0,0,0,0,297,34,40,32418.5,9.36,1381,2278,426,451,11,56.64,71.89,-0.754,0.063973064,0.003367003,0.04040404,0.074074074,0.006734007,0.087542088,0.016835017,0.026936027,0.063973064,0.090909091,0.033670034,0.037037037,0.060606061,0.080808081,0.070707071,0.111111111,0.043771044,0.067340067,0.006734007,0.013468013
1,70,0,0,0,0,1,0,0,1,1,0,0,1,416,39,44,44165.2,9.27,1884,3060,576,623,13,52.64,68.65,-0.592,0.069711538,0,0.026442308,0.067307692,0.024038462,0.139423077,0,0.021634615,0.045673077,0.079326923,0.03125,0.052884615,0.043269231,0.098557692,0.060096154,0.096153846,0.045673077,0.076923077,0.007211538,0.014423077
1,79,0,1,0,1,1,0,0,1,0,1,0,1,431,32,43,46492,9.61,1983,3192,610,642,20,52.03,60.7,-0.737,0.069605568,0.006960557,0.016241299,0.05800464,0.027842227,0.120649652,0.006960557,0.030162413,0.048723898,0.076566125,0.039443155,0.088167053,0.05800464,0.102088167,0.051044084,0.069605568,0.067285383,0.041763341,0.009280742,0.011600928
1,4,0,1,0,1,0,0,0,0,0,0,0,0,269,20,21,28856.5,7.7,1302,2089,349,371,9,33.36,118.22,0.488,0.100371747,0.014869888,0.044609665,0.029739777,0.044609665,0.089219331,0.014869888,0.085501859,0.026022305,0.133828996,0.018587361,0.040892193,0.026022305,0.029739777,0.05204461,0.092936803,0.044609665,0.078066914,0.014869888,0.018587361
