label,CCD,Nitro A,Nitro B,Nitro C,Total Nitro,YNO A,YNO B,YNO C,YNO Total,SUMo I,SUNO II,SUNO III,Sumo Total,Amino acid number,Number of negative amino acids,Number of positive amino acids,Molecular weight,Theoretical pI,Number of carbon atoms,Number of hydrogen atoms,Number of nitrogen atoms,Number of oxygen atoms,Number of sulphur atoms,Instability Index,Aliphatic_index,Gravy,Composition of A,Composition of R,Composition of N,Composition of D,Composition of C,Composition of Q,Composition of E,Composition of G,Composition of H,Composition of I,Composition of L,Composition of K,Composition of M,Composition of F,Composition of P,Composition of S,Composition of T,Composition of W,Composition of Y,Composition of V
1,7,0,0,0,0,0,0,0,0,0,0,0,0,159,34,22,18145.7,4.54,783,1255,207,256,15,32.28,71.89,-0.464,0.081761006,0.012578616,0.100628931,0.113207547,0.062893082,0.056603774,0,0.050314465,0.088050314,0.094339623,0.081761006,0.037735849,0.006289308,0.025157233,0.050314465,0.062893082,0.037735849,0.025157233,0,0.012578616
1,4,0,1,0,1,0,1,0,1,0,0,0,0,213,40,26,24553.9,4.74,1106,1714,278,335,9,39.58,86.95,-0.197,0.056338028,0.014084507,0.093896714,0.093896714,0.093896714,0.03286385,0.018779343,0.070422535,0.079812207,0.089201878,0.028169014,0.037558685,0.023474178,0.018779343,0.042253521,0.075117371,0.046948357,0.0657277,0.004694836,0.014084507
1,5,0,1,0,1,0,0,0,0,0,0,0,0,203,35,24,23518,4.84,1066,1665,267,315,8,42.6,94.14,-0.14,0.039408867,0.014778325,0.064039409,0.108374384,0.088669951,0.039408867,0.014778325,0.093596059,0.068965517,0.108374384,0.024630542,0.039408867,0.034482759,0.019704433,0.049261084,0.073891626,0.0591133,0.039408867,0.009852217,0.009852217
1,3,0,1,0,1,0,0,0,0,0,0,0,0,213,40,24,24531.8,4.58,1102,1704,276,339,9,33.08,85.12,-0.215,0.056338028,0.014084507,0.093896714,0.093896714,0.093896714,0.028169014,0.014084507,0.061032864,0.070422535,0.093896714,0.028169014,0.046948357,0.028169014,0.018779343,0.042253521,0.070422535,0.061032864,0.0657277,0.004694836,0.014084507
1,24,0,0,0,0,0,0,0,0,0,0,0,0,265,74,39,29896.8,4.74,1295,2080,342,464,1,65.48,63.55,-1.249,0.037735849,0,0.052830189,0.226415094,0.011320755,0.037735849,0.049056604,0.033962264,0.139622642,0.060377358,0.003773585,0.018867925,0.071698113,0.011320755,0.00754717,0.067924528,0.083018868,0.079245283,0,0.00754717
1,7,0,0,0,0,1,0,0,1,0,0,0,0,204,16,10,19598.3,6.31,812,1190,278,289,4,32.12,31.57,-1,0.049019608,0,0.034313725,0.044117647,0,0.37745098,0.093137255,0.009803922,0.039215686,0.029411765,0.019607843,0.093137255,0,0.014705882,0.009803922,0.039215686,0.039215686,0.039215686,0,0.068627451
1,14,1,2,0,3,1,0,0,1,0,0,0,0,225,9,24,24353.8,10.47,1115,1807,303,292,7,40.82,120.09,0.559,0.106666667,0.017777778,0.008888889,0.031111111,0.048888889,0.066666667,0.026666667,0.075555556,0.04,0.142222222,0.013333333,0.013333333,0.044444444,0.026666667,0.066666667,0.115555556,0.04,0.084444444,0.013333333,0.017777778
1,2,0,0,0,0,0,0,0,0,2,0,0,2,197,10,14,21604.7,9.12,1017,1585,249,255,7,19.3,125.28,0.808,0.101522843,0.015228426,0.020304569,0.030456853,0.076142132,0.081218274,0.020304569,0.096446701,0.035532995,0.14213198,0.020304569,0.045685279,0.035532995,0.010152284,0.035532995,0.050761421,0.060913706,0.076142132,0.025380711,0.020304569
1,2,0,0,0,0,0,0,0,0,0,0,0,0,203,22,19,19153.1,5.62,787,1179,265,284,8,55.39,23.55,-0.79,0.034482759,0.02955665,0.0591133,0.049261084,0.039408867,0.403940887,0.014778325,0.019704433,0.024630542,0.009852217,0.009852217,0.024630542,0.024630542,0.014778325,0.068965517,0.083743842,0.014778325,0.02955665,0.004926108,0.039408867
1,47,0,1,0,1,0,1,0,1,0,0,0,0,636,85,78,70149.6,6.16,3031,4926,894,958,29,66.28,89.26,-0.302,0.08490566,0.020440252,0.059748428,0.073899371,0.020440252,0.058176101,0.023584906,0.045597484,0.04245283,0.110062893,0.025157233,0.025157233,0.036163522,0.037735849,0.080188679,0.119496855,0.040880503,0.06918239,0.012578616,0.014150943
1,4,0,1,0,1,0,0,0,0,0,0,0,0,321,26,27,35579.4,7.49,1607,2413,415,464,19,33.27,69.35,-0.202,0.08411215,0.031152648,0.034267913,0.046728972,0.049844237,0.093457944,0.015576324,0.049844237,0.056074766,0.07165109,0.028037383,0.049844237,0.052959502,0.040498442,0.028037383,0.080996885,0.056074766,0.046728972,0.031152648,0.052959502
1,11,0,2,0,2,0,6,1,7,0,0,0,0,738,111,108,86302,6.71,3855,6085,1039,1139,34,42.91,86.79,-0.469,0.056910569,0.017615176,0.063685637,0.086720867,0.044715447,0.031165312,0.025745257,0.050135501,0.085365854,0.112466125,0.028455285,0.037940379,0.025745257,0.04200542,0.06097561,0.063685637,0.051490515,0.06097561,0.008130081,0.046070461
1,5,0,0,0,0,0,0,0,0,0,0,0,0,125,16,18,14421.6,8.55,639,1023,175,190,7,42.54,78,-0.516,0.056,0.016,0.016,0.112,0.048,0.056,0.024,0.056,0.112,0.088,0.04,0.048,0.008,0.072,0.032,0.064,0.064,0.056,0.024,0.008
1,14,0,0,0,0,0,1,0,1,0,0,0,0,387,36,52,44770,9.39,2050,3174,544,549,17,45.21,87.86,-0.194,0.033591731,0.023255814,0.031007752,0.062015504,0.062015504,0.062015504,0.028423773,0.080103359,0.067183463,0.090439276,0.020671835,0.03875969,0.062015504,0.023255814,0.067183463,0.074935401,0.049095607,0.062015504,0.018087855,0.043927649
1,6,0,1,0,1,0,0,0,0,0,0,0,0,216,33,23,24236.1,5.08,1055,1615,297,331,15,53.99,60.69,-0.488,0.125,0.023148148,0.069444444,0.083333333,0.046296296,0.050925926,0.027777778,0.027777778,0.041666667,0.064814815,0.046296296,0.037037037,0.041666667,0.023148148,0.064814815,0.087962963,0.046296296,0.041666667,0.023148148,0.027777778
1,6,0,1,0,1,0,0,1,1,0,0,0,0,213,31,22,23829.6,4.99,1037,1585,289,328,15,49,53.29,-0.607,0.107981221,0.023474178,0.061032864,0.084507042,0.042253521,0.070422535,0.018779343,0.023474178,0.042253521,0.061032864,0.046948357,0.037558685,0.056338028,0.03286385,0.061032864,0.0657277,0.075117371,0.03286385,0.023474178,0.03286385
1,4,0,2,0,2,0,0,0,0,0,0,0,0,216,32,23,24264.2,5,1056,1623,293,333,16,55.17,59.77,-0.522,0.111111111,0.023148148,0.064814815,0.083333333,0.041666667,0.055555556,0.018518519,0.027777778,0.046296296,0.069444444,0.050925926,0.037037037,0.046296296,0.032407407,0.060185185,0.092592593,0.046296296,0.037037037,0.023148148,0.032407407
1,9,0,3,0,3,1,0,0,1,0,0,0,0,224,34,29,24955.8,5.54,1085,1676,316,339,12,62.34,54.55,-0.657,0.107142857,0.022321429,0.049107143,0.102678571,0.053571429,0.071428571,0.017857143,0.022321429,0.049107143,0.053571429,0.03125,0.044642857,0.0625,0.017857143,0.080357143,0.084821429,0.044642857,0.049107143,0.022321429,0.013392857
1,51,0,3,0,3,0,0,0,0,0,0,0,0,421,52,76,47327.9,9.58,2028,3358,610,646,22,59.25,67.86,-0.808,0.049881235,0.028503563,0.052256532,0.071258907,0.023752969,0.045130641,0.009501188,0.042755344,0.106888361,0.083135392,0.023752969,0.057007126,0.047505938,0.035629454,0.073634204,0.104513064,0.078384798,0.047505938,0.009501188,0.009501188
1,46,0,1,0,1,1,0,0,1,0,0,0,0,420,56,73,47189.8,9.35,2043,3356,608,638,17,62.14,75.19,-0.701,0.054761905,0.026190476,0.057142857,0.076190476,0.023809524,0.045238095,0.021428571,0.04047619,0.097619048,0.09047619,0.014285714,0.04047619,0.052380952,0.028571429,0.076190476,0.097619048,0.071428571,0.064285714,0.00952381,0.011904762
1,81,0,3,0,3,0,2,2,4,0,0,0,0,933,118,95,103588.5,5.69,4498,7083,1305,1445,32,48.38,75.12,-0.557,0.065380493,0.012861736,0.060021436,0.066452304,0.028938907,0.051446945,0.030010718,0.038585209,0.03965702,0.084673098,0.021436227,0.067524116,0.062165059,0.034297964,0.062165059,0.111468382,0.055734191,0.07073955,0.010718114,0.025723473
1,36,0,0,0,0,0,0,0,0,0,0,0,0,268,34,37,29189.7,8.68,1276,2019,367,402,8,58.02,67.35,-0.491,0.093283582,0.01119403,0.055970149,0.070895522,0.041044776,0.074626866,0.01119403,0.026119403,0.063432836,0.067164179,0.018656716,0.029850746,0.059701493,0.014925373,0.074626866,0.130597015,0.044776119,0.074626866,0.014925373,0.02238806
1,23,0,1,0,1,1,0,0,1,0,0,0,0,300,48,37,33809.9,5.06,1518,2336,398,468,5,50.63,68.9,-0.564,0.063333333,0.006666667,0.063333333,0.096666667,0.066666667,0.04,0.013333333,0.043333333,0.076666667,0.07,0.01,0.033333333,0.08,0.026666667,0.046666667,0.113333333,0.053333333,0.063333333,0.023333333,0.01
1,25,0,0,0,0,1,0,0,1,0,0,0,0,243,36,32,26796.9,5.59,1165,1849,331,378,8,57.75,70.66,-0.534,0.0781893,0.016460905,0.053497942,0.094650206,0.041152263,0.065843621,0.012345679,0.024691358,0.061728395,0.090534979,0.016460905,0.041152263,0.04526749,0.012345679,0.069958848,0.12345679,0.057613169,0.061728395,0.012345679,0.020576132
1,56,0,3,0,3,1,2,3,6,0,0,0,0,1319,180,138,146626.1,5.15,6510,10253,1733,1992,61,45,91.89,-0.106,0.078847612,0.025018954,0.057619409,0.078847612,0.043214556,0.056861259,0.016679303,0.047005307,0.057619409,0.111448067,0.021228203,0.038665656,0.029567854,0.027293404,0.047005307,0.103866566,0.039423806,0.076573161,0.015921152,0.027293404
